CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,Virtual,Magnet,Latitude,Longitude
1.96E+13,622710,13462,Closed,Los Angeles,Los Angeles Unified,Roosevelt Community Adult,456 South Matthews Street,456 South Matthews St.,Los Angeles,90033-4326,CA,7/1/80,6/30/16,N,,,54,Unified School District,70,Adult Education Centers,TRAD,Traditional,A,Adult,N,,34.037504,-118.21196
1.96E+13,622710,13484,Closed,Los Angeles,Los Angeles Unified,Venice Community Adult,13000 Venice Boulevard,13000 Venice Blvd.,Los Angeles,90066-3512,CA,7/1/80,6/30/16,N,,,54,Unified School District,70,Adult Education Centers,TRAD,Traditional,A,Adult,N,,33.997058,-118.44575
1.96E+13,622710,13535,Closed,Los Angeles,Los Angeles Unified,Westchester-Emerson Community Adult,8810 Emerson Avenue,8810 Emerson Ave.,Los Angeles,90045-2322,CA,7/1/80,6/30/16,N,,,54,Unified School District,70,Adult Education Centers,TRAD,Traditional,A,Adult,N,,33.956471,-118.40407
1.96E+13,622710,9570,Closed,Los Angeles,Los Angeles Unified,Los Angeles Unified Alternative Education,"333 South Beaudry Avenue, Floor 18","333 South Beaudry Ave., Fl. 18",Los Angeles,90017-5108,CA,7/1/80,6/30/16,N,,,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,N,N,34.056109,-118.25698
1.96E+13,622710,7752,Closed,Los Angeles,Los Angeles Unified,Frances Blend Special Education Center,5210 Clinton Street,5210 Clinton St.,Los Angeles,90004-1531,CA,7/1/80,6/30/16,N,,,54,Unified School District,9,Special Education Schools (Public),SPEC,Special Education School,ELEM,Elementary,N,N,34.081606,-118.31606
1.96E+13,622710,9392,Closed,Los Angeles,Los Angeles Unified,Bellevue Primary,610 North Micheltorena Street,610 North Micheltorena St.,Los Angeles,90026-3623,CA,7/1/80,6/30/10,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,,,34.079383,-118.2809
1.96E+13,622710,2133,Closed,Los Angeles,Los Angeles Unified,Arco Iris Primary Center,4504 Ascot Avenue,4504 Ascot Ave.,Los Angeles,90011-4326,CA,7/1/80,7/1/09,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,,,,
1.96E+13,622710,9905,Closed,Los Angeles,Los Angeles Unified,White House Primary Center,108 South Bimini Place,108 South Bimini Pl.,Los Angeles,90004-5903,CA,2/1/90,7/1/09,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,,,,
1.96E+13,622710,7525,Closed,Los Angeles,Los Angeles Unified,Parks/Huerta Primary Center,1020 West 58th Place,1020 West 58th Pl.,Los Angeles,90044,CA,9/8/98,7/1/09,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,,,,
1.96E+13,622710,10521,Closed,Los Angeles,Los Angeles Unified,Pacifica Community Charter,3754 Dunn Drive,3754 Dunn Dr.,Los Angeles,90034,CA,9/1/02,6/30/07,Y,449,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,,,,
1.97E+13,,,Merged,Los Angeles,Willowbrook Elem,,1623 E. 118th Street,1623 E. 118th St.,Los Angeles,90059,CA,,,,,,52,Elementary School District,,,,,,ELementary,,,,
2.91E+13,691023,11699,Closed,Nevada,Nevada County Office of Education,Los Angeles Education Corps Charter,2824 South Main Street,2824 South Main St.,Los Angeles,90007-3334,CA,7/10/06,6/30/13,Y,816,Directly funded,0,County Office of Education (COE),66,High Schools (Public),TRAD,Traditional,HS,High School,,,34.022942,-118.2698
3.71E+13,691030,11123,Closed,San Diego,San Diego County Office of Education,Monarch Elementary Community Day,808 West Cedar Street,808 West Cedar St.,San Diego,92101,CA,7/1/03,6/30/09,N,,,0,County Office of Education (COE),69,District Community Day Schools,COMMDAY,Community Day School,ELEM,Elementary,,,,
3.71E+13,691030,,Closed,San Diego,San Diego County Office of Education,Hope Region Community Day,808 West Cedar Street,808 West Cedar St.,San Diego,92101,CA,7/2/07,6/30/09,N,,,0,County Office of Education (COE),69,District Community Day Schools,COMMDAY,Community Day School,ELEMHIGH,Elementary-High Combination,,,,
3.71E+13,691030,12068,Closed,San Diego,San Diego County Office of Education,Hope Region Community,808 West Cedar Street,808 West Cedar St.,San Diego,92101-2411,CA,7/2/07,1/25/13,N,,,0,County Office of Education (COE),10,County Community,COMM,County Community School,HS,High School,,,32.721946,-117.17053
3.71E+13,691030,12136,Closed,San Diego,San Diego County Office of Education,Mesa Region Court,2801 Meadow Lark Drive,2801 Meadow Lark Dr.,San Diego,92123-2701,CA,7/2/07,6/28/13,N,,,0,County Office of Education (COE),14,Juvenile Court Schools,JUV,Juvenile Court School,ELEMHIGH,Elementary-High Combination,,,32.793374,-117.15428
3.71E+13,691030,12121,Closed,San Diego,San Diego County Office of Education,Metro Region Court,210 West Ash Street,210 West Ash St.,San Diego,92101-3409,CA,7/2/07,6/28/13,N,,,0,County Office of Education (COE),14,Juvenile Court Schools,JUV,Juvenile Court School,HS,High School,,,32.719848,-117.1651
3.71E+13,691030,12148,Closed,San Diego,San Diego County Office of Education,East Region Court,8374 Hercules Street,8374 Hercules St.,San Diego,91942-2901,CA,7/2/07,1/18/13,N,,,0,County Office of Education (COE),14,Juvenile Court Schools,JUV,Juvenile Court School,ELEMHIGH,Elementary-High Combination,,,32.774561,-117.01547
3.71E+13,691030,13127,Closed,San Diego,San Diego County Office of Education,Metro Central Region Community,210 West Ash Street,210 West Ash St.,San Diego,92101,CA,7/1/12,6/28/13,N,,,0,County Office of Education (COE),10,County Community,COMM,County Community School,HS,High School,,,32.719982,-117.1653
3.71E+13,691030,13131,Closed,San Diego,San Diego County Office of Education,Metro East Region Community,210 West Ash Street,210 West Ash St.,San Diego,92101,CA,7/1/12,6/28/13,N,,,0,County Office of Education (COE),10,County Community,COMM,County Community School,ELEMHIGH,Elementary-High Combination,,,32.719982,-117.1653
3.71E+13,691030,13087,Closed,San Diego,San Diego County Office of Education,Metro South Region Community,210 West Ash Street,210 West Ash St.,San Diego,92101,CA,7/1/12,6/28/13,N,,,0,County Office of Education (COE),10,County Community,COMM,County Community School,HS,High School,,,32.719982,-117.1653
3.71E+13,691030,9243,Closed,San Diego,San Diego County Office of Education,San Diego County Juvenile Court,2801 Meadow Lark Drive,2801 Meadow Lark Dr.,San Diego,92123,CA,7/1/74,7/1/07,N,,,0,County Office of Education (COE),14,Juvenile Court Schools,JUV,Juvenile Court School,ELEMHIGH,Elementary-High Combination,,,,
3.71E+13,691030,10372,Closed,San Diego,San Diego County Office of Education,Metro Region Community Day Schools,210 West Ash Street,210 West Ash St.,San Diego,92101,CA,2/19/01,6/30/09,N,,,0,County Office of Education (COE),69,District Community Day Schools,COMMDAY,Community Day School,HS,High School,,,,
3.77E+13,634320,11135,Closed,San Diego,San Diego Unified,Museum Middle,211 Maple Street,211 Maple St.,San Diego,92103,CA,9/1/08,9/1/07,Y,517,,54,Unified School District,62,Intermediate/Middle Schools (Public),,,INTMIDJR,Intermediate/Middle/Junior High,,,,
3.77E+13,634320,11141,Closed,San Diego,San Diego Unified,San Diego LEADS,1405 Park Boulevard,1405 Park Blvd.,San Diego,92101-4722,CA,9/7/04,8/3/13,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,,,32.719461,-117.15366
3.77E+13,634320,11387,Closed,San Diego,San Diego Unified,Children's Conservation Academy,3910 University Avenue,3910 University Ave.,San Diego,92115,CA,9/1/05,8/24/07,Y,688,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,,,,
3.77E+13,634320,11389,Closed,San Diego,San Diego Unified,Gompers Charter Middle,1005 47th Street,1005 47th St.,San Diego,92102-3626,CA,9/6/05,6/30/10,Y,692,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,,,32.716111,-117.09357
3.77E+13,634320,11395,Closed,San Diego,San Diego Unified,Fanno Academy,730 45th Street,730 45th St.,San Diego,92102,CA,9/6/05,6/30/07,Y,605,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,,,,
3.77E+13,634320,11764,Closed,San Diego,San Diego Unified,City Arts Academy,611 South 35th Street,611 South 35th St.,San Diego,92113-2711,CA,9/5/06,9/11/07,Y,750,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,,,,
3.77E+13,634320,13033,Closed,San Diego,San Diego Unified,San Diego Global Vision Academy Middle,3430 School Street,3430 School St.,San Diego,92116-3423,CA,9/3/12,6/30/16,Y,1384,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,32.762422,-117.11916
3.77E+13,634320,8961,Closed,San Diego,San Diego Unified,Gompers High,1110 Carolina Lane,1110 Carolina Ln.,San Diego,92102-3626,CA,7/1/80,7/1/07,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,,,,
3.77E+13,634320,8600,Closed,San Diego,San Diego Unified,Cortez Hill Academy,201 A Street,201 A St.,San Diego,92101,CA,9/5/00,6/30/09,Y,342,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,,,,
3.77E+13,634320,5417,Closed,San Diego,San Diego Unified,Bayview Terrace Elementary,2445 Fogg Street,2445 Fogg St.,San Diego,92109-4855,CA,7/1/80,8/17/13,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,,,32.803102,-117.22417
3.77E+13,634320,5518,Closed,San Diego,San Diego Unified,Memorial Academy of Learning & Tech Center,2850 Logan Avenue,2850 Logan Ave.,San Diego,92113-2491,CA,7/1/80,6/30/09,Y,707,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,,,,
3.77E+13,634320,7347,Closed,San Diego,San Diego Unified,Nubia Leadership Academy,6134 Benson Avenue,6134 Benson Ave.,San Diego,92114-4204,CA,9/8/97,6/30/13,Y,133,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,,,32.705219,-117.06606
3.77E+13,634320,7684,Closed,San Diego,San Diego Unified,North Park Elementary,4041 Oregon Street,4041 Oregon St.,San Diego,92104,CA,8/31/98,7/24/09,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,,,,
3.78E+13,601429,,Closed,San Diego,SBE - Thrive Public,Thrive Public,4260 54th Street,4260 54th St.,San Diego,92115-6009,CA,9/2/14,8/23/16,Y,1696,Directly funded,2,State Board of Education,61,Elemen Schools In 1 School Dist. (Public),TRAD,Traditional,ELEM,Elementary,N,N,32.754058,-117.07999
1.01011E+13,691007,13018,Closed,Fresno,Fresno County Office of Education,New Spirit Charter Academy,4147 E. Dakota Avenue,4147 E. Dakota Ave.,Fresno,93726-5208,CA,8/20/12,6/30/16,Y,1365,Directly funded,0,County Office of Education (COE),60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,36.787827,-119.75602
1.01011E+13,691007,10482,Closed,Fresno,Fresno County Office of Education,Kermit Koontz Education Complex,1320 North Mariposa,1320 North Mariposa,Fresno,93703-3938,CA,9/3/02,6/30/16,N,,,0,County Office of Education (COE),10,County Community,COMM,County Community School,HS,High School,N,N,36.759913,-119.77926
1.06203E+13,,,Merged,Fresno,Biola-Pershing Union Elementar,,4885 N. Biola Avenue,4885 N. Biola Ave.,Fresno,93711,CA,,,N,,,52,Elementary School District,,,,,,Elementary,,,,
1.06208E+13,,,Merged,Fresno,Central Union High,,2045 N. Dickenson Avenue,2045 N. Dickenson Ave.,Fresno,93705,CA,,,N,,,56,High School District,,,,,,High School,,,,
1.06217E+13,614550,10774,Closed,Fresno,Fresno Unified,KIPP Academy Fresno,2445 West Dakota Avenue,2445 West Dakota Ave.,Fresno,93705-2611,CA,8/9/04,6/30/09,Y,629,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,,,,
1.06217E+13,614550,10776,Closed,Fresno,Fresno Unified,Academy for New Americans,5090 East Church Avenue,5090 East Church Ave.,Fresno,93725,CA,8/23/04,1/31/09,N,,,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEM,Elementary,,,,
1.06217E+13,614550,11588,Closed,Fresno,Fresno Unified,Valley Arts and Science Academy (VASA),735 North Glenn Avenue,735 North Glenn Ave.,Fresno,93728-3714,CA,8/20/07,6/15/16,Y,792,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,36.753078,-119.7928
1.06217E+13,614550,,Closed,Fresno,Fresno Unified,Inspire Destiny Academy Charter,1537 Fulton,1537 Fulton,Fresno,93721,CA,3/12/07,3/12/07,N,851,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,,,,
1.06217E+13,614550,4483,Closed,Fresno,Fresno Unified,Dewolf West High,2004 East Cambridge Avenue,2004 East Cambridge Ave.,Fresno,93703,CA,7/1/80,6/30/07,N,,,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,,,,
1.06217E+13,614550,1729,Closed,Fresno,Fresno Unified,New Horizon High,3335 North Arthur Avenue,3335 North Arthur Ave.,Fresno,93705,CA,7/1/80,6/30/07,N,,,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,,,,
1.06217E+13,614550,2989,Closed,Fresno,Fresno Unified,Roosevelt Continuation,4250 East Tulare Street,4250 East Tulare St.,Fresno,93702-3037,CA,7/1/80,6/30/07,N,,,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,,,,
1.06217E+13,614550,7962,Closed,Fresno,Fresno Unified,New Millennium Institute of Education Charter,830 Fresno Street,830 Fresno St.,Fresno,93706-3117,CA,7/1/99,6/20/13,Y,163,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,,,36.727632,-119.80383
1.06217E+13,614550,7965,Closed,Fresno,Fresno Unified,Fresno Prep Academy,3355 East Shields Avenue,3355 East Shields Ave.,Fresno,93726-6906,CA,9/13/99,6/30/09,Y,196,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,,,,
1.06217E+13,614550,1718,Closed,Fresno,Fresno Unified,Dailey Elementary,3135 North Harrison Avenue,3135 North Harrison Ave.,Fresno,93704-5240,CA,7/1/80,8/29/07,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,,,,
1.06221E+13,,,Merged,Fresno,Herndon Elementary,,6265 N. Grantland Avenue,6265 N. Grantland Ave.,Fresno,93711,CA,,,N,,,52,Elementary School District,,,,,,Elementary,,,,
1.06222E+13,,,Merged,Fresno,Houghton-Kearney Union Element,,8905 W. Kearney Boulevard,8905 W. Kearney Blvd.,Fresno,93706,CA,,,N,,,52,Elementary School District,,,,,,Elementary,,,,
1.0623E+13,,,Merged,Fresno,Madison Elementary,,330 S. Brawley Avenue,330 S. Brawley Ave.,Fresno,93706,CA,,,N,,,52,Elementary School District,,,,,,Elementary,,,,
1.06231E+13,,,Merged,Fresno,McKinley-Roosevelt Union Eleme,,4444 W. McKinley Avenue,4444 W. McKinley Ave.,Fresno,93711,CA,,,N,,,52,Elementary School District,,,,,,Elementary,,,,
1.06233E+13,628530,12966,Closed,Fresno,Orange Center,National University Academy - Orange Center,3530 South Cherry Avenue,3530 South Cherry Ave.,Fresno,93706-5615,CA,8/22/11,6/30/16,Y,1311,Directly funded,52,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,HS,High School,N,N,36.682671,-119.78174
1.06236E+13,629910,10784,Closed,Fresno,Parlier Unified,Crescent View Charter High,"3502 Blackstone, Suite 151","3502 Blackstone, Ste. 151",Fresno,93726-5309,CA,9/27/04,9/9/09,Y,674,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,HS,High School,,,,
1.06236E+13,629910,12229,Closed,Fresno,Parlier Unified,Academy Charter,1285 South Chestnut Avenue,1285 South Chestnut Ave.,Fresno,93727-1611,CA,9/2/08,6/30/10,Y,975,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,,,36.7299,-119.73612
1.06249E+13,,,Merged,Fresno,Teague Elementary,,4725 N. Polk,4725 N. Polk,Fresno,93711,CA,,,N,,,52,Elementary School District,,,,,,Elementary,,,,
1.07528E+13,636805,8477,Closed,Fresno,Sierra Unified,University High,2355 East Keats - M/S /UH134,2355 East Keats - M/S /UH134,Fresno,93740-8010,CA,8/24/00,6/30/07,Y,198,Locally funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,,,,
2.67367E+13,611870,7545,Closed,Mono,Eastern Sierra Unified,Sierra Charter,1931 North Fine,1931 North Fine,Fresno,93727,CA,3/12/98,6/30/07,Y,136,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,,,,
