,address,city,district,districtId,districtNCESId,enrollment,fax,gradeRange,gsId,gsRating,lat,lon,name,ncesId,overviewLink,parentRating,phone,ratingsLink,reviewsLink,schoolStatsLink,state,type,website
49,"725 Hellyer Avenue, 
San Jose, CA  95111",San Jose,Franklin-Mckinley Elementary School District,634,0614370,434,(408) 363-5761,K-6,5485,6,37.28441,-121.81964,G. W. Hellyer Elementary School,061437001645,https://www.greatschools.org/california/san-jose/5485-G.-W.-Hellyer-Elementary-School/?s_cid=gsapi,3,(408) 363-5750,https://www.greatschools.org/school/rating.page?state=CA&id=5485&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5485&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5485,CA,public,http://www.fmsd.k12.ca.us
50,"502 Illinois Avenue, 
San Jose, CA  95125",San Jose,San Jose Unified School District,655,0634590,477,(408) 535-2358,K-5,5664,2,37.32137,-121.89589,Gardner Elementary School,063459005713,https://www.greatschools.org/california/san-jose/5664-Gardner-Elementary-School/?s_cid=gsapi,3,(408) 535-6225,https://www.greatschools.org/school/rating.page?state=CA&id=5664&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5664&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5664,CA,public,http://sjusd.org/gardner/
51,"3750 Gleason Avenue, 
San Jose, CA  95130",San Jose,Moreland School District,646,0625770,652,(408) 241-4932,K-5,5567,7,37.296448,-121.96739,George C. Payne Elementary School,062577003856,https://www.greatschools.org/california/san-jose/5567-George-C.-Payne-Elementary-School/?s_cid=gsapi,4,(408) 874-3700,https://www.greatschools.org/school/rating.page?state=CA&id=5567&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5567&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5567,CA,public,http://payne-moreland-ca.schoolloop.com/
52,"1865 Monrovia Drive, 
San Jose, CA  95122",San Jose,Evergreen Elementary,633,0613140,916,(408) 270-5462,7-8,5474,4,37.31425,-121.81263,George V. Leyva Intermediate School,061314001493,https://www.greatschools.org/california/san-jose/5474-George-V.-Leyva-Intermediate-School/?s_cid=gsapi,4,(408) 270-4993,https://www.greatschools.org/school/rating.page?state=CA&id=5474&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5474&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5474,CA,public,
53,"511 Cozy Drive, 
San Jose, CA  95123",San Jose,Oak Grove Elementary School District,650,0627810,668,(408) 224-8386,K-6,5591,6,37.232574,-121.8234,Glider Elementary School,062781004214,https://www.greatschools.org/california/san-jose/5591-Glider-Elementary-School/?s_cid=gsapi,4,(408) 227-1505,https://www.greatschools.org/school/rating.page?state=CA&id=5591&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5591&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5591,CA,public,http://gliderschool.net/
54,"470 East Jackson Street, 
San Jose, CA  95112",San Jose,San Jose Unified School District,655,0634590,587,(408) 535-6061,K-5,5665,3,37.35166,-121.8886,Grant Elementary School,063459005714,https://www.greatschools.org/california/san-jose/5665-Grant-Elementary-School/?s_cid=gsapi,3,(408) 535-6227,https://www.greatschools.org/school/rating.page?state=CA&id=5665&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5665&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5665,CA,public,
55,"6982 Shearwater Drive, 
San Jose, CA  95120",San Jose,San Jose Unified School District,655,0634590,687,(408) 323-1034,K-5,5666,10,37.210663,-121.83777,Graystone Elementary School,063459005715,https://www.greatschools.org/california/san-jose/5666-Graystone-Elementary-School/?s_cid=gsapi,5,(408) 535-6317,https://www.greatschools.org/school/rating.page?state=CA&id=5666&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5666&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5666,CA,public,http://www.sjusd.org/graystone
56,"6044 Vera Cruz Drive, 
San Jose, CA  95120",San Jose,Union Elementary,657,0640320,558,(408) 265-6914,K-5,5714,9,37.228756,-121.89666,Guadalupe Elementary School,064032006672,https://www.greatschools.org/california/san-jose/5714-Guadalupe-Elementary-School/?s_cid=gsapi,4,(408) 268-1030,https://www.greatschools.org/school/rating.page?state=CA&id=5714&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5714&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5714,CA,public,http://www.unionsd.org
57,"620 Gaundabert Lane, 
San Jose, CA  95136",San Jose,San Jose Unified School District,655,0634590,1149,(408) 224-2209,9-12,5667,5,37.258255,-121.85268,Gunderson High School,063459005716,https://www.greatschools.org/california/san-jose/5667-Gunderson-High-School/?s_cid=gsapi,4,(408) 535-6340,https://www.greatschools.org/school/rating.page?state=CA&id=5667&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5667&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5667,CA,public,http://Gunderson.sjusd.K12.ca.us
58,"4845 Bucknall Road, 
San Jose, CA  95130",San Jose,Moreland School District,646,0625770,722,(408) 379-3726,K-5,5561,8,37.283382,-121.98712,Gussie M. Baker Elementary School,062577003857,https://www.greatschools.org/california/san-jose/5561-Gussie-M.-Baker-Elementary-School/?s_cid=gsapi,4,(408) 874-3200,https://www.greatschools.org/school/rating.page?state=CA&id=5561&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5561&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5561,CA,public,http://https://baker-moreland-ca.schoolloop.com/
59,"1290 Kimberly Drive, 
San Jose, CA  95118",San Jose,San Jose Unified School District,655,0634590,729,(408) 723-8225,K-5,5669,7,37.269695,-121.88392,Hacienda Science/Environmental Magnet School,063459005742,https://www.greatschools.org/california/san-jose/5669-Hacienda-Science-Environmental-Magnet-School/?s_cid=gsapi,4,(408) 535-6259,https://www.greatschools.org/school/rating.page?state=CA&id=5669&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5669&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5669,CA,public,
60,"1610 Bird Avenue, 
San Jose, CA  95125",San Jose,San Jose Unified School District,655,0634590,326,,K-5,11157,8,37.303505,-121.88689,Hammer Montessori At Galarza Elementary School,063459007429,https://www.greatschools.org/california/san-jose/11157-Hammer-Montessori-At-Galarza-Elementary-School/?s_cid=gsapi,4,(408) 535-6671,https://www.greatschools.org/school/rating.page?state=CA&id=11157&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=11157&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/11157,CA,public,http://hammer.ca.campusgrid.net/home
61,"5035 Poston Drive, 
San Jose, CA  95136",San Jose,Oak Grove Elementary School District,650,0627810,517,(408) 224-7191,K-6,5592,6,37.261795,-121.82648,Hayes Elementary School,062781004215,https://www.greatschools.org/california/san-jose/5592-Hayes-Elementary-School/?s_cid=gsapi,4,(408) 227-0424,https://www.greatschools.org/school/rating.page?state=CA&id=5592&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5592&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5592,CA,public,http://www.HayesSchool.org
62,"1635 Park Avenue, 
San Jose, CA  95126",San Jose,San Jose Unified School District,655,0634590,1074,(408) 286-4864,6-8,5672,3,37.332455,-121.92229,Herbert Hoover Middle School,063459005720,https://www.greatschools.org/california/san-jose/5672-Herbert-Hoover-Middle-School/?s_cid=gsapi,3,(408) 535-6274,https://www.greatschools.org/school/rating.page?state=CA&id=5672&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5672&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5672,CA,public,http://sjusd.org/hoover/
63,"5955 Blossom Avenue, 
San Jose, CA  95123",San Jose,Oak Grove Elementary School District,650,0627810,822,(408) 226-1897,5-8,5593,8,37.23974,-121.83972,Herman (Leonard) Intermediate School,062781004216,https://www.greatschools.org/california/san-jose/5593-Herman-(Leonard)-Intermediate-School/?s_cid=gsapi,4,(408) 226-1886,https://www.greatschools.org/school/rating.page?state=CA&id=5593&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5593&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5593,CA,public,http://www.davisschool.org/herman
64,"2995 Rossmore Way, 
San Jose, CA  95148",San Jose,Evergreen Elementary,633,0613140,655,(408) 223-4513,K-6,5472,5,37.318756,-121.79762,Holly Oak Elementary School,061314001494,https://www.greatschools.org/california/san-jose/5472-Holly-Oak-Elementary-School/?s_cid=gsapi,3,(408) 270-4975,https://www.greatschools.org/school/rating.page?state=CA&id=5472&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5472&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5472,CA,public,http://hollyoak.eesd.org/
65,"3720 East Hills Drive, 
San Jose, CA  95127",San Jose,Alum Rock Union Elementary School District,625,0602310,527,(408) 928-7351,K-5,5370,4,37.369373,-121.81424,Horace Cureton Elementary School,060231000102,https://www.greatschools.org/california/san-jose/5370-Horace-Cureton-Elementary-School/?s_cid=gsapi,4,(408) 928-7350,https://www.greatschools.org/school/rating.page?state=CA&id=5370&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5370&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5370,CA,public,http://www.arusd.org/
66,"55 North Seventh Street, 
San Jose, CA  95112",San Jose,San Jose Unified School District,655,0634590,516,(408) 535-2315,K-5,5678,3,37.339996,-121.88483,Horace Mann Elementary School,063459005722,https://www.greatschools.org/california/san-jose/5678-Horace-Mann-Elementary-School/?s_cid=gsapi,4,(408) 535-6237,https://www.greatschools.org/school/rating.page?state=CA&id=5678&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5678&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5678,CA,public,http://www.sjusd.org/horace-mann/
67,"1776 Educational Park Drive, 
San Jose, CA  95133",San Jose,East Side Union High,632,0611820,3118,(408) 928-9515,9-12,5456,7,37.36778,-121.85963,Independence High School,061182001302,https://www.greatschools.org/california/san-jose/5456-Independence-High-School/?s_cid=gsapi,4,(408) 928-9500,https://www.greatschools.org/school/rating.page?state=CA&id=5456&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5456&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5456,CA,public,http://ih.esuhsd.org
68,"2220 Woodbury Lane, 
San Jose, CA  95121",San Jose,Evergreen Elementary,633,0613140,798,(408) 532-2165,K-6,11864,9,37.29739,-121.78801,James Franklin Smith Elementary School,061314008631,https://www.greatschools.org/california/san-jose/11864-James-Franklin-Smith-Elementary-School/?s_cid=gsapi,5,(408) 532-2150,https://www.greatschools.org/school/rating.page?state=CA&id=11864&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=11864&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/11864,CA,public,http://evergreen.eesd.org/page.cfm?p=3666
69,"57 North White Road, 
San Jose, CA  95127",San Jose,East Side Union High,632,0611820,1108,(408) 347-4415,9-12,5457,5,37.368057,-121.83006,James Lick High School,061182001303,https://www.greatschools.org/california/san-jose/5457-James-Lick-High-School/?s_cid=gsapi,4,(408) 347-4400,https://www.greatschools.org/school/rating.page?state=CA&id=5457&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5457&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5457,CA,public,http://jl.ca.campusgrid.net/home
70,"1250 Taper Lane, 
San Jose, CA  95122",San Jose,Franklin-Mckinley Elementary School District,634,0614370,507,(408) 283-6061,K-6,5490,6,37.320984,-121.83961,Jeanne R. Meadows Elementary School,061437009827,https://www.greatschools.org/california/san-jose/5490-Jeanne-R.-Meadows-Elementary-School/?s_cid=gsapi,4,(408) 283-6300,https://www.greatschools.org/school/rating.page?state=CA&id=5490&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5490&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5490,CA,public,http://meadows.fmsd.org/
71,"6151 Rainbow Drive, 
San Jose, CA  95129",San Jose,Cupertino Union,631,0610290,1328,(408) 255-5269,6-8,5442,9,37.30249,-122.0121,Joaquin Miller Middle School,061029001142,https://www.greatschools.org/california/san-jose/5442-Joaquin-Miller-Middle-School/?s_cid=gsapi,4,(408) 252-3755,https://www.greatschools.org/school/rating.page?state=CA&id=5442&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5442&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5442,CA,public,http://teacherweb.com/CA/MillerMiddleSchool/MillerMustang/index.html
72,"2010 Daniel Maloney Drive, 
San Jose, CA  95121",San Jose,Evergreen Elementary,633,0613140,587,(408) 223-4848,K-6,5477,3,37.307755,-121.80109,John J. Montgomery Elementary School,061314001495,https://www.greatschools.org/california/san-jose/5477-John-J.-Montgomery-Elementary-School/?s_cid=gsapi,4,(408) 270-6718,https://www.greatschools.org/school/rating.page?state=CA&id=5477&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5477&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5477,CA,public,http://montgomery.eesd.org/
73,"6560 Hanover Drive, 
San Jose, CA  95129",San Jose,Cupertino Union,631,0610290,443,(408) 253-3116,K-5,5444,9,37.299118,-122.01933,John Muir Elementary School,061029001144,https://www.greatschools.org/california/san-jose/5444-John-Muir-Elementary-School/?s_cid=gsapi,4,(408) 252-5265,https://www.greatschools.org/school/rating.page?state=CA&id=5444&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5444&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5444,CA,public,http://www.edline.net/pages/Muir_Elementary_School
74,"1260 Branham Lane, 
San Jose, CA  95118",San Jose,San Jose Unified School District,655,0634590,1118,(408) 535-2319,6-8,5679,5,37.261417,-121.88238,John Muir Middle School,063459005723,https://www.greatschools.org/california/san-jose/5679-John-Muir-Middle-School/?s_cid=gsapi,3,(408) 535-6281,https://www.greatschools.org/school/rating.page?state=CA&id=5679&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5679&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5679,CA,public,http://www.sjusd.k12.ca.us/sites/mid/Hoover
75,"277 Mahoney Drive, 
San Jose, CA  95127",San Jose,Alum Rock Union Elementary School District,625,0602310,594,(408) 928-7601,6-8,5373,4,37.371185,-121.81425,Joseph George Middle School,060231000105,https://www.greatschools.org/california/san-jose/5373-Joseph-George-Middle-School/?s_cid=gsapi,3,(408) 928-7600,https://www.greatschools.org/school/rating.page?state=CA&id=5373&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5373&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5373,CA,public,http://www.arusd.org/georgems
76,"2025 Clarice Drive, 
San Jose, CA  95122",San Jose,Evergreen Elementary,633,0613140,658,(408) 270-6877,K-6,5481,1,37.32623,-121.82204,Katherine R. Smith Elementary School,061314001496,https://www.greatschools.org/california/san-jose/5481-Katherine-R.-Smith-Elementary-School/?s_cid=gsapi,5,(408) 270-6751,https://www.greatschools.org/school/rating.page?state=CA&id=5481&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5481&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5481,CA,public,www.krs.schoolloop.com
77,"2095 Warmwood Lane, 
San Jose, CA  95132",San Jose,Berryessa Union Elementary,626,0604800,435,(408) 262-5804,K-5,5394,7,37.413845,-121.87177,Laneview Elementary School,060480000459,https://www.greatschools.org/california/san-jose/5394-Laneview-Elementary-School/?s_cid=gsapi,4,(408) 923-1920,https://www.greatschools.org/school/rating.page?state=CA&id=5394&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5394&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5394,CA,public,http://laneview.berryessa.k12.ca.us/
78,"4250 Latimer Avenue, 
San Jose, CA  95130",San Jose,Moreland School District,646,0625770,340,(408) 379-2436,PK-5,31680,6,37.292393,-121.978035,Latimer Elementary School,062577013806,https://www.greatschools.org/california/san-jose/31680-Latimer-Elementary-School/?s_cid=gsapi,,(408) 874-3600,https://www.greatschools.org/school/rating.page?state=CA&id=31680&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=31680&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/31680,CA,public,LatimerElementary.org
79,"4280 Partridge Drive, 
San Jose, CA  95121",San Jose,Evergreen Elementary,633,0613140,369,(408) 270-6922,K-6,5473,6,37.302494,-121.78007,Laurelwood Elementary School,061314001497,https://www.greatschools.org/california/san-jose/5473-Laurelwood-Elementary-School/?s_cid=gsapi,3,(408) 270-4983,https://www.greatschools.org/school/rating.page?state=CA&id=5473&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5473&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5473,CA,public,http://www.do.esd.k12.ca.us/laurelwood/laurelwood.html
80,"1711 East San Antonio St, 
San Jose, CA  95116",San Jose,Alum Rock Union Elementary School District,625,0602310,243,(408) 928-8301,K-5,14481,5,37.338257,-121.84004,Learning In An Urban Community With High Achievement (L.U.C.H.A.),060231011445,https://www.greatschools.org/california/san-jose/14481-Learning-In-An-Urban-Community-With-High-Achievement-(L.U.C.H.A.)/?s_cid=gsapi,5,(408) 928-8300,https://www.greatschools.org/school/rating.page?state=CA&id=14481&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=14481&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/14481,CA,public,
81,"1001 Schoolhouse Road, 
San Jose, CA  95138",San Jose,Oak Grove Elementary School District,650,0627810,490,(408) 224-1146,K-6,11155,7,37.242985,-121.76204,Ledesma (Rita) Elementary School,062781008358,https://www.greatschools.org/california/san-jose/11155-Ledesma-(Rita)-Elementary-School/?s_cid=gsapi,4,(408) 224-2191,https://www.greatschools.org/school/rating.page?state=CA&id=11155&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=11155&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/11155,CA,public,http://ledesma.ogsd.net/
82,"2050 Kammerer Avenue, 
San Jose, CA  95116",San Jose,Alum Rock Union Elementary School District,625,0602310,403,(408) 928-7951,6-8,5378,2,37.35084,-121.84411,Lee Mathson Middle School,060231000110,https://www.greatschools.org/california/san-jose/5378-Lee-Mathson-Middle-School/?s_cid=gsapi,4,(408) 928-7950,https://www.greatschools.org/school/rating.page?state=CA&id=5378&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5378&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5378,CA,public,
83,"5210 Leigh Avenue, 
San Jose, CA  95124",San Jose,Campbell Union High,630,0607230,1665,(408) 265-7525,9-12,5425,9,37.24331,-121.92262,Leigh High School,060723008122,https://www.greatschools.org/california/san-jose/5425-Leigh-High-School/?s_cid=gsapi,3,(408) 626-3405,https://www.greatschools.org/school/rating.page?state=CA&id=5425&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5425&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5425,CA,public,http://www.leigh.cuhsd.org
84,"6677 Camden Avenue, 
San Jose, CA  95120",San Jose,San Jose Unified School District,655,0634590,1784,(408) 927-6448,9-12,5673,10,37.22036,-121.84737,Leland High School,063459005725,https://www.greatschools.org/california/san-jose/5673-Leland-High-School/?s_cid=gsapi,3,(408) 535-6290,https://www.greatschools.org/school/rating.page?state=CA&id=5673&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5673&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5673,CA,public,http://leland.sjusd.org/
85,"4000 Rhoda Drive, 
San Jose, CA  95117",San Jose,Moreland School District,646,0625770,492,(408) 243-4312,K-5,5560,4,37.303642,-121.9715,Leroy Anderson Elementary School,062577003860,https://www.greatschools.org/california/san-jose/5560-Leroy-Anderson-Elementary-School/?s_cid=gsapi,4,(408) 874-3100,https://www.greatschools.org/school/rating.page?state=CA&id=5560&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5560&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5560,CA,public,http://anderson-moreland-ca.schoolloop.com/
86,"5300 Carter Avenue, 
San Jose, CA  95118",San Jose,Union Elementary,657,0640320,545,(408) 264-9615,K-5,5715,8,37.243076,-121.903,Lietz Elementary School,064032006674,https://www.greatschools.org/california/san-jose/5715-Lietz-Elementary-School/?s_cid=gsapi,5,(408) 264-8314,https://www.greatschools.org/school/rating.page?state=CA&id=5715&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5715&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5715,CA,public,http://www.unionsd.k12.ca.us/lietz
87,"100 Kirk Avenue, 
San Jose, CA  95127",San Jose,Alum Rock Union Elementary School District,625,0602310,658,(408) 928-7801,K-5,5376,5,37.376907,-121.82373,Linda Vista Elementary School,060231000108,https://www.greatschools.org/california/san-jose/5376-Linda-Vista-Elementary-School/?s_cid=gsapi,3,(408) 928-7800,https://www.greatschools.org/school/rating.page?state=CA&id=5376&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5376&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5376,CA,public,http://www.arusd.org/Domain/499
88,"6130 Silberman Avenue, 
San Jose, CA  95120",San Jose,San Jose Unified School District,655,0634590,722,,K-5,5676,9,37.22786,-121.88103,Los Alamitos Elementary School,063459005727,https://www.greatschools.org/california/san-jose/5676-Los-Alamitos-Elementary-School/?s_cid=gsapi,5,(408) 535-6297,https://www.greatschools.org/school/rating.page?state=CA&id=5676&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5676&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5676,CA,public,http://www.losalamitos.org
89,"455 Los Arboles Street, 
San Jose, CA  95111",San Jose,Franklin-Mckinley Elementary School District,634,0614370,489,(408) 363-5641,K-3,5488,2,37.286404,-121.83169,Los Arboles Elementary School,061437001648,https://www.greatschools.org/california/san-jose/5488-Los-Arboles-Elementary-School/?s_cid=gsapi,4,(408) 363-5675,https://www.greatschools.org/school/rating.page?state=CA&id=5488&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5488&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5488,CA,public,http://www.los_arboles.fmsd.k12.ca.us/
90,"121 Avenida Grande, 
San Jose, CA  95139",San Jose,Morgan Hill Unified,643,0625830,586,(408) 281-4021,K-6,5540,6,37.228962,-121.76737,Los Paseos Elementary School,062583003878,https://www.greatschools.org/california/san-jose/5540-Los-Paseos-Elementary-School/?s_cid=gsapi,4,(408) 201-6420,https://www.greatschools.org/school/rating.page?state=CA&id=5540&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5540&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5540,CA,public,http://www.mhu.k12.ca.us/~lospaseo
91,"625 South Seventh Street, 
San Jose, CA  95112",San Jose,San Jose Unified School District,655,0634590,409,(408) 298-3708,K-5,5677,3,37.3297,-121.87715,Lowell Elementary School,063459005728,https://www.greatschools.org/california/san-jose/5677-Lowell-Elementary-School/?s_cid=gsapi,3,(408) 535-6243,https://www.greatschools.org/school/rating.page?state=CA&id=5677&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5677&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5677,CA,public,
92,"4 Wabash Avenue, 
San Jose, CA  95128",San Jose,Luther Burbank,642,0623130,552,(408) 295-3168,K-8,5532,4,37.323555,-121.92673,Luther Burbank Elementary School,062313003530,https://www.greatschools.org/california/san-jose/5532-Luther-Burbank-Elementary-School/?s_cid=gsapi,4,(408) 295-1814,https://www.greatschools.org/school/rating.page?state=CA&id=5532&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5532&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5532,CA,public,http://www.lbsd.k12.ca.us
93,"1280 Johnson Avenue, 
San Jose, CA  95129",San Jose,Fremont Union High School District,635,0614430,1853,(408) 257-0551,9-12,5499,10,37.300724,-122.0065,Lynbrook High School,061443001698,https://www.greatschools.org/california/san-jose/5499-Lynbrook-High-School/?s_cid=gsapi,4,(408) 366-7700,https://www.greatschools.org/school/rating.page?state=CA&id=5499&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5499&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5499,CA,public,http://www.lhs.fuhsd.org
94,"13901 Nordyke Drive, 
San Jose, CA  95127",San Jose,Alum Rock Union Elementary School District,625,0602310,477,(408) 928-7901,K-5,5377,5,37.359768,-121.82495,Lyndale Elementary School,060231000109,https://www.greatschools.org/california/san-jose/5377-Lyndale-Elementary-School/?s_cid=gsapi,3,(408) 928-7900,https://www.greatschools.org/school/rating.page?state=CA&id=5377&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5377&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5377,CA,public,
95,"1855 Majestic Way, 
San Jose, CA  95132",San Jose,Berryessa Union Elementary,626,0604800,553,(408) 254-1315,K-5,5395,7,37.410656,-121.8572,Majestic Way Elementary School,060480000460,https://www.greatschools.org/california/san-jose/5395-Majestic-Way-Elementary-School/?s_cid=gsapi,4,(408) 923-1925,https://www.greatschools.org/school/rating.page?state=CA&id=5395&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5395&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5395,CA,public,http://majestic.berryessa.k12.ca.us/
96,"5050 Moorpark Avenue, 
San Jose, CA  95129",San Jose,Cupertino Union,631,0610290,510,(408) 253-4962,K-5,5431,6,37.310646,-121.990036,Manuel De Vargas Elementary School,061029001128,https://www.greatschools.org/california/san-jose/5431-Manuel-De-Vargas-Elementary-School/?s_cid=gsapi,4,(408) 252-0303,https://www.greatschools.org/school/rating.page?state=CA&id=5431&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5431&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5431,CA,public,
97,"141 Avenida Espana, 
San Jose, CA  95139",San Jose,Morgan Hill Unified,643,0625830,479,(408) 281-0312,7-8,5541,6,37.225574,-121.7669,Martin Murphy Middle School,062583003880,https://www.greatschools.org/california/san-jose/5541-Martin-Murphy-Middle-School/?s_cid=gsapi,3,(408) 201-6260,https://www.greatschools.org/school/rating.page?state=CA&id=5541&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5541&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5541,CA,public,http://www.mhu.k12.ca.us/~murphy/
