CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,OpenDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,Virtual,Magnet,Latitude,Longitude
1.96473E+13,622710,12360,Active,Los Angeles,Los Angeles Unified,Magnolia Science Academy 4,"11330 West Graham Place, B-9","11330 West Graham Pl., B-9",Los Angeles,90064,CA,9/3/08,Y,986,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,C,N,34.029816,-118.43558
1.96473E+13,622710,12322,Active,Los Angeles,Los Angeles Unified,Magnolia Science Academy 6,3754 Dunn Drive,3754 Dunn Dr.,Los Angeles,90034-5805,CA,9/9/09,Y,988,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,C,N,34.023973,-118.40035
1.96473E+13,622710,12314,Active,Los Angeles,Los Angeles Unified,Contreras Learning Center-Academic Leadership Community,322 Lucas Avenue,322 Lucas Ave.,Los Angeles,90017-1406,CA,9/2/08,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.058064,-118.2617
1.96473E+13,622710,12270,Active,Los Angeles,Los Angeles Unified,Los Angeles High School of the Arts,701 South Catalina Street,701 South Catalina St.,Los Angeles,90005-1943,CA,9/2/08,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.059692,-118.29547
1.96473E+13,622710,12370,Active,Los Angeles,Los Angeles Unified,School for the Visual Arts and Humanities,701 South Catalina Street,701 South Catalina St.,Los Angeles,90005-1943,CA,9/3/08,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,C,N,34.059692,-118.29547
1.96473E+13,622710,12361,Active,Los Angeles,Los Angeles Unified,Para Los Niños Middle,835 Stanford Avenue,835 Stanford Ave.,Los Angeles,90021-1847,CA,9/3/08,Y,1007,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.035991,-118.24714
1.96473E+13,622710,12276,Active,Los Angeles,Los Angeles Unified,Synergy Kinetic Academy,1420 East Adams Boulevard,1420 East Adams Blvd.,Los Angeles,90011-1820,CA,9/3/08,Y,1014,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.015715,-118.24877
1.96473E+13,622710,12292,Active,Los Angeles,Los Angeles Unified,KIPP Raices Academy,668 Atlantic Boulevard,668 Atlantic Blvd.,Los Angeles,90022-1118,CA,8/11/08,Y,1010,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.022971,-118.15613
1.96473E+13,622710,12222,Active,Los Angeles,Los Angeles Unified,ICEF Vista Elementary Academy,4471 Inglewood Boulevard,4471 Inglewood Blvd.,Los Angeles,90066-6209,CA,9/8/08,Y,1039,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,C,N,33.99511,-118.41818
1.96473E+13,622710,12227,Active,Los Angeles,Los Angeles Unified,ICEF Lou Dantzler Preparatory Academy,5940 South Budlong Avenue,5940 South Budlong Ave.,Los Angeles,90044-2815,CA,9/8/08,Y,1038,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.986184,-118.29393
1.96473E+13,622710,12194,Active,Los Angeles,Los Angeles Unified,ICEF Innovation Los Angeles Charter,3855 West Slauson Avenue,3855 West Slauson Ave.,Los Angeles,90043-2947,CA,9/3/08,Y,1037,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.989221,-118.34174
1.96473E+13,622710,12215,Active,Los Angeles,Los Angeles Unified,Goethe International Charter,12500 Braddock Drive,12500 Braddock Dr.,Los Angeles,90066-6808,CA,9/8/09,Y,1036,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.987312,-118.42225
1.96473E+13,622710,12248,Active,Los Angeles,Los Angeles Unified,Alain Leroy Locke College Preparatory Academy,325 East 111th Street,325 East 111th St.,Los Angeles,90061-3003,CA,9/8/08,Y,1050,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,33.934867,-118.26893
1.96473E+13,622710,12493,Active,Los Angeles,Los Angeles Unified,New Open World Academy K-12,3201 West Eighth Street,3201 West Eighth St.,Los Angeles,90010-2171,CA,9/9/09,N,,,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,N,N,34.057779,-118.29766
1.96473E+13,622710,12524,Active,Los Angeles,Los Angeles Unified,UCLA Community K-12,700 South Mariposa Avenue,700 South Mariposa Ave.,Los Angeles,90005-2001,CA,9/9/09,N,,,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,C,N,34.059688,-118.29864
1.96473E+13,622710,12483,Active,Los Angeles,Los Angeles Unified,Sal Castro Middle,1575 West 2nd Street,1575 West 2nd St.,Los Angeles,90026-5701,CA,9/9/09,N,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.061222,-118.26301
1.96473E+13,622710,12439,Active,Los Angeles,Los Angeles Unified,Ramon C. Cortines School of Visual and Performing Arts,450 North Grand Avenue,450 North Grand Ave.,Los Angeles,90012-2123,CA,9/9/09,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.059537,-118.24492
1.96473E+13,622710,12440,Active,Los Angeles,Los Angeles Unified,Young Oak Kim Academy,615 South Shatto Place,615 South Shatto Pl.,Los Angeles,90005-1302,CA,9/9/09,N,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.063087,-118.28997
1.96473E+13,622710,12438,Active,Los Angeles,Los Angeles Unified,Felicitas and Gonzalo Mendez High,1200 Plaza Del Sol,1200 Plaza Del Sol,Los Angeles,90033-2730,CA,9/9/09,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.048813,-118.22762
1.96473E+13,622710,12537,Active,Los Angeles,Los Angeles Unified,PUC Santa Rosa Charter Academy,3838 Eagle Rock Boulevard,3838 Eagle Rock Blvd.,Los Angeles,90065-3638,CA,9/16/09,Y,1091,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.118988,-118.2309
1.96473E+13,622710,12479,Active,Los Angeles,Los Angeles Unified,Equitas Academy Charter,1700 West Pico Boulevard,1700 West Pico Blvd.,Los Angeles,90015-2412,CA,9/8/09,Y,1093,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.045153,-118.27835
1.96473E+13,622710,12536,Active,Los Angeles,Los Angeles Unified,Endeavor College Preparatory Charter,1263 South Soto Street,1263 South Soto St.,Los Angeles,90023-2615,CA,9/9/09,Y,1094,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.027019,-118.21957
1.96473E+13,622710,12528,Active,Los Angeles,Los Angeles Unified,Alliance College-Ready Middle Academy 4,9719 South Main Street,9719 South Main St.,Los Angeles,90003-4135,CA,8/31/09,Y,1096,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,33.947773,-118.27422
1.96473E+13,622710,12474,Active,Los Angeles,Los Angeles Unified,Alliance College-Ready Middle Academy 5,211 South Avenue 20,211 South Avenue 20,Los Angeles,90031-2508,CA,8/31/09,Y,1097,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.072418,-118.22002
1.96473E+13,622710,12456,Active,Los Angeles,Los Angeles Unified,New Designs Charter School-Watts,12714 South Avalon Boulevard,12714 South Avalon Blvd.,Los Angeles,90061-2730,CA,9/15/09,Y,1120,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,C,N,33.917147,-118.26516
1.96473E+13,622710,12491,Active,Los Angeles,Los Angeles Unified,Watts Learning Center Charter Middle,8800 South San Pedro Street,8800 South San Pedro St.,Los Angeles,90003-3541,CA,9/8/09,Y,1141,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,33.95715,-118.26875
1.96473E+13,622710,12482,Active,Los Angeles,Los Angeles Unified,Dorothy V. Johnson Community Day,10601 South Grandee Avenue,10601 South Grandee Ave.,Los Angeles,90002-3676,CA,11/9/09,N,,,54,Unified School District,69,District Community Day Schools,COMMDAY,Community Day School,HS,High School,C,N,33.939063,-118.24381
1.96473E+13,622710,12559,Active,Los Angeles,Los Angeles Unified,Ambassador-Global Leadership,701 South Catalina Street,701 South Catalina St.,Los Angeles,90005-1943,CA,9/13/10,N,,,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,N,N,34.059692,-118.29547
1.96473E+13,622710,12566,Active,Los Angeles,Los Angeles Unified,Ambassador School-Global Education,3201 West Eighth Street,3201 West Eighth St.,Los Angeles,90005-2171,CA,9/13/10,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.057779,-118.29766
1.96473E+13,622710,12567,Active,Los Angeles,Los Angeles Unified,Alliance Cindy and Bill Simon Technology Academy High,10720 South Wilmington Avenue,10720 South Wilmington Ave.,Los Angeles,90059-1236,CA,8/30/10,Y,1161,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,33.938477,-118.23896
1.96473E+13,622710,12572,Active,Los Angeles,Los Angeles Unified,Alliance Tennenbaum Family Technology High,2050 San Fernando Road,2050 San Fernando Rd.,Los Angeles,90065-1267,CA,8/15/11,Y,1162,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.290459,-118.44949
1.96473E+13,622710,12717,Active,Los Angeles,Los Angeles Unified,KIPP Empower Academy,8466 South Figueroa Street,8466 South Figueroa St.,Los Angeles,90003-2729,CA,8/18/10,Y,1195,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.961931,-118.28268
1.96473E+13,622710,12811,Active,Los Angeles,Los Angeles Unified,Crown Preparatory Academy,2055 West 24th Street,2055 West 24th St.,Los Angeles,90018-1925,CA,8/23/10,Y,1187,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.035675,-118.31158
1.96473E+13,622710,12721,Active,Los Angeles,Los Angeles Unified,Carson-Gore Academy of Enviornmental Studies,3200 West Washington Boulevard,3200 West Washington Blvd.,Los Angeles,90018-1248,CA,9/13/10,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.039902,-118.31914
1.96473E+13,622710,12674,Active,Los Angeles,Los Angeles Unified,Estrella Elementary,120 East 57th Street,120 East 57th St.,Los Angeles,90011-5306,CA,9/13/10,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.990479,-118.27307
1.96473E+13,622710,12667,Active,Los Angeles,Los Angeles Unified,Quincy Jones Elementary,900 East 33rd Street,900 East 33rd St.,Los Angeles,90011-2524,CA,8/30/10,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.014575,-118.26081
1.96473E+13,622710,12688,Active,Los Angeles,Los Angeles Unified,Dolores Huerta Elementary,260 East 31st Street,260 East 31st St.,Los Angeles,90011-1910,CA,9/13/10,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.019825,-118.26857
1.96473E+13,622710,12627,Active,Los Angeles,Los Angeles Unified,Dr. Owen Lloyd Knox Elementary,8919 South Main Street,8919 South Main St.,Los Angeles,90003-3718,CA,9/13/10,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.954753,-118.27387
1.96473E+13,622710,12780,Active,Los Angeles,Los Angeles Unified,Wisdom Elementary,1125 East 74th Street,1125 East 74th St.,Los Angeles,90001-2405,CA,9/13/10,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.973342,-118.2555
1.96473E+13,622710,12632,Active,Los Angeles,Los Angeles Unified,Judith F. Baca Arts Academy,1536 East 89th Street,1536 East 89th St.,Los Angeles,90002-1316,CA,9/13/10,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.956325,-118.24601
1.96473E+13,622710,12622,Active,Los Angeles,Los Angeles Unified,TEACH Academy of Technologies,10045 South Western Avenue,10045 South Western Ave.,Los Angeles,90047,CA,9/13/10,Y,1206,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,33.944028,-118.30936
1.96473E+13,622710,12791,Active,Los Angeles,Los Angeles Unified,"Math, Science, & Technology Magnet Academy at Roosevelt High",456 South Mathews Street,456 South Mathews St.,Los Angeles,90033-4326,CA,9/13/10,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,Y,34.039171,-118.21119
1.96473E+13,622710,12787,Active,Los Angeles,Los Angeles Unified,Esteban Torres East LA Performing Arts Magnet,4211 Dozier Street,4211 Dozier St.,Los Angeles,90063-3422,CA,9/13/10,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,Y,34.041554,-118.17547
1.96473E+13,622710,12711,Active,Los Angeles,Los Angeles Unified,Humanitas Academy of Art and Technology at Esteban E. Torres High No. 4,4211 Dozier Street,4211 Dozier St.,Los Angeles,90063-3422,CA,9/13/10,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.041554,-118.17547
1.96473E+13,622710,12720,Active,Los Angeles,Los Angeles Unified,Social Justice Leadership Academy at Esteban E. Torres High No. 5,4211 Dozier Street,4211 Dozier St.,Los Angeles,90063-3422,CA,9/13/10,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.041554,-118.17547
1.96473E+13,622710,12657,Active,Los Angeles,Los Angeles Unified,East Los Angeles Renaissance Academy at Esteban E. Torres High No. 2,4211 Dozier Street,4211 Dozier St.,Los Angeles,90063-3422,CA,9/13/10,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.041554,-118.17547
1.96473E+13,622710,12819,Active,Los Angeles,Los Angeles Unified,Engineering and Technology Academy at Esteban E. Torres High No. 3,4211 Dozier Street,4211 Dozier St.,Los Angeles,90063-3422,CA,9/13/10,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,C,N,34.041554,-118.17547
1.96473E+13,622710,12771,Active,Los Angeles,Los Angeles Unified,Barack Obama Global Preparation Academy,1700 West 46th Street,1700 West 46th St.,Los Angeles,90062-1901,CA,9/13/10,N,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.001848,-118.30959
1.96473E+13,622710,12690,Active,Los Angeles,Los Angeles Unified,Animo Jefferson Charter Middle,"1655 East 27th Street, Suite A","1655 East 27th St., Ste. A",Los Angeles,90011-2202,CA,8/23/10,Y,1216,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.012544,-118.24451
1.96473E+13,622710,12631,Active,Los Angeles,Los Angeles Unified,Animo Westside Charter Middle,5456 McConnell Avenue,5456 McConnell Ave.,Los Angeles,90066-2056,CA,8/15/11,Y,1217,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,33.977473,-118.41862
1.96473E+13,622710,12708,Active,Los Angeles,Los Angeles Unified,Citizens of the World Charter Hollywood,1316 North Bronson Avenue,1316 North Bronson Ave.,Los Angeles,90028-8497,CA,9/13/10,Y,1200,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.047217,-118.32579
1.96473E+13,622710,12805,Active,Los Angeles,Los Angeles Unified,Camino Nuevo Elementary #3,1723 Cordova Street,1723 Cordova St.,Los Angeles,90007-1114,CA,8/18/10,Y,1212,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.039098,-118.2944
1.96473E+13,622710,12616,Active,Los Angeles,Los Angeles Unified,Para Los Niños - Evelyn Thurman Gratts Primary,474 South Hartford Avenue,474 South Hartford Ave.,Los Angeles,90017-1306,CA,9/7/10,Y,1215,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.056466,-118.26396
1.96473E+13,622710,12782,Active,Los Angeles,Los Angeles Unified,Celerity Octavia Charter,3010 Estara Avenue,3010 Estara Ave.,Los Angeles,90065-2205,CA,9/7/10,Y,1232,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.115657,-118.24078
1.96473E+13,622710,12776,Active,Los Angeles,Los Angeles Unified,Vista Charter Middle,2900 West Temple Street,2900 West Temple St.,Los Angeles,90026-4516,CA,9/1/10,Y,1234,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.074112,-118.27854
1.96473E+13,622710,12738,Active,Los Angeles,Los Angeles Unified,Camino Nuevo Academy #2,3400 West 3rd Street,3400 West 3rd St.,Los Angeles,90020-1605,CA,8/18/10,Y,1231,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.068548,-118.28892
1.96473E+13,622710,12817,Active,Los Angeles,Los Angeles Unified,Alliance Susan and Eric Smidt Technology High,211 South Avenue 20,211 South Avenue 20,Los Angeles,90031-2508,CA,8/6/12,Y,1163,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.072368,-118.22022
1.96473E+13,622710,12766,Active,Los Angeles,Los Angeles Unified,Alliance Ted K. Tajima High,1552 W. Rockwood Street,1552 W. Rockwood St.,Los Angeles,90026-5520,CA,8/15/11,Y,1164,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.063479,-118.26153
1.96473E+13,622710,12683,Active,Los Angeles,Los Angeles Unified,Arts In Action Community Charter,"1241 Soto Street, Suite 212","1241 Soto St., Ste. 212",Los Angeles,90023-2671,CA,9/12/11,Y,1218,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.027414,-118.22002
1.96473E+13,622710,12905,Active,Los Angeles,Los Angeles Unified,Animo Ellen Ochoa Charter Middle,"725 South Indiana Street, Room 65","725 South Indiana St., Rm. 65",Los Angeles,90023-1840,CA,8/12/14,Y,1286,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.026007,-118.19331
1.96473E+13,622710,12908,Active,Los Angeles,Los Angeles Unified,Animo James B. Taylor Charter Middle,810 East 111th Place,810 East 111th Pl.,Los Angeles,90059-1520,CA,9/3/13,Y,1287,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,33.934818,-118.25988
1.96473E+13,622710,12935,Active,Los Angeles,Los Angeles Unified,Animo Western Charter Middle,12226 South Western Avenue,12226 South Western Ave.,Los Angeles,90047-5240,CA,8/15/11,Y,1288,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,33.920533,-118.30678
1.96473E+13,622710,12939,Active,Los Angeles,Los Angeles Unified,Animo Phillis Wheatley Charter Middle,12226 South Western Avenue,12226 South Western Ave.,Los Angeles,90047-5240,CA,8/15/11,Y,1289,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,33.92109,-118.30786
1.96473E+13,622710,12982,Active,Los Angeles,Los Angeles Unified,Extera Public,2226 East Third Street,2226 East Third St.,Los Angeles,90033-3906,CA,9/6/11,Y,1300,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.04262,-118.21301
1.96473E+13,622710,12852,Active,Los Angeles,Los Angeles Unified,Rise Kohyang Middle,"3020 Wilshire Boulevard, Suite 250","3020 Wilshire Blvd., Ste. 250",Los Angeles,90010-1111,CA,8/27/12,Y,1315,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.061123,-118.28738
1.96473E+13,622710,12916,Active,Los Angeles,Los Angeles Unified,Los Angeles River at Sonia Sotomayor Learning Academies,2050 San Fernando Road,2050 San Fernando Rd.,Los Angeles,90065-1267,CA,9/6/11,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.290459,-118.44949
1.96473E+13,622710,12953,Active,Los Angeles,Los Angeles Unified,School of History and Dramatic Arts at Sonia Sotomayor Learning Academies,2050 San Fernando Road,2050 San Fernando Rd.,Los Angeles,90065-1267,CA,9/7/11,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,34.290459,-118.44949
1.96473E+13,622710,12881,Active,Los Angeles,Los Angeles Unified,Dr. Julian Nava Learning Academies-School of Arts and Culture,1420 East Adams Boulevard,1420 East Adams Blvd.,Los Angeles,90011-1820,CA,9/7/11,N,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.015715,-118.24877
1.96473E+13,622710,12896,Active,Los Angeles,Los Angeles Unified,Dr. Julian Nava Learning Academies-School of Business and Technology,1420 East Adams Boulevard,1420 East Adams Blvd.,Los Angeles,90011-1820,CA,9/6/11,N,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,34.015715,-118.24877
1.96473E+13,622710,12871,Active,Los Angeles,Los Angeles Unified,Dr. Maya Angelou Community High,300 East 53rd Street,300 East 53rd St.,Los Angeles,90011-4522,CA,9/7/11,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,33.99422,-118.2701
1.96473E+13,622710,12971,Active,Los Angeles,Los Angeles Unified,Public Service Community at Diego Rivera Learning Complex,6100 South Central Avenue,6100 South Central Ave.,Los Angeles,90001-1133,CA,9/6/11,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,C,N,33.984122,-118.25611
1.96473E+13,622710,12973,Active,Los Angeles,Los Angeles Unified,Communication and Technology at Diego Rivera Learning Complex,6100 South Central Avenue,6100 South Central Ave.,Los Angeles,90001-1133,CA,9/6/11,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,33.984122,-118.25611
1.96473E+13,622710,12937,Active,Los Angeles,Los Angeles Unified,Diego Rivera Learning Complex Green Design STEAM Academy,6100 South Central Avenue,6100 South Central Ave.,Los Angeles,90001-1133,CA,9/6/11,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,33.984122,-118.25611
1.96473E+13,622710,12885,Active,Los Angeles,Los Angeles Unified,Performing Arts Community at Diego Rivera Learning Complex,6100 South Central Avenue,6100 South Central Ave.,Los Angeles,90001-1133,CA,9/6/11,N,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,33.984122,-118.25611
1.96473E+13,622710,12883,Active,Los Angeles,Los Angeles Unified,Synergy Quantum Academy,300 East 53rd Street,300 East 53rd St.,Los Angeles,90011-4522,CA,8/15/11,Y,1299,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,C,N,33.99422,-118.2701
1.96473E+13,622710,12950,Active,Los Angeles,Los Angeles Unified,Aspire Slauson Academy Charter,123 West 59th Street,123 West 59th St.,Los Angeles,90003-1103,CA,8/22/11,Y,1330,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.986959,-118.27482
1.96473E+13,622710,12967,Active,Los Angeles,Los Angeles Unified,Aspire Juanita Tate Academy Charter,123 West 59th Street,123 West 59th St.,Los Angeles,90003-1103,CA,8/22/11,Y,1331,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.986959,-118.27482
1.96473E+13,622710,12856,Active,Los Angeles,Los Angeles Unified,Aspire Inskeep Academy Charter,123 West 59th Street,123 West 59th St.,Los Angeles,90003-1103,CA,8/22/11,Y,1332,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,33.986959,-118.27482
1.96473E+13,622710,12963,Active,Los Angeles,Los Angeles Unified,Los Angeles Leadership Primary Academy,2670 Griffin Avenue,2670 Griffin Ave.,Los Angeles,90031-2311,CA,8/29/11,Y,1333,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.077544,-118.21182
1.96473E+13,622710,12915,Active,Los Angeles,Los Angeles Unified,Camino Nuevo Charter Academy #4,1018 Mohawk Street,1018 Mohawk St.,Los Angeles,90026-3131,CA,9/6/11,Y,1334,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,N,N,34.076816,-118.26529
1.96473E+13,622710,12903,Active,Los Angeles,Los Angeles Unified,Animo College Preparatory Academy,2265 East 103rd Street,2265 East 103rd St.,Los Angeles,90002-3132,CA,9/7/11,Y,1342,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,33.944503,-118.23114
1.96473E+13,622710,12848,Active,Los Angeles,Los Angeles Unified,Alliance Renee and Meyer Luskin Academy High,2941 West 70th Street,2941 West 70th St.,Los Angeles,90043-4420,CA,8/6/12,Y,1343,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,N,N,33.97709,-118.32575
1.96473E+13,622710,12869,Active,Los Angeles,Los Angeles Unified,PUC Early College Academy for Leaders and Scholars (ECALS),2050 San Fernando Road,2050 San Fernando Rd.,Los Angeles,90065-1267,CA,8/29/11,Y,1354,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,C,N,34.290459,-118.44949
1.96473E+13,622710,13002,Active,Los Angeles,Los Angeles Unified,KIPP Philosophers Academy,8300 South Central Avenue,8300 South Central Ave.,Los Angeles,90001-3707,CA,9/4/12,Y,1378,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,N,N,33.963384,-118.25609
